Secciones de actividad;Motivos por los que no exiten puestos de trabajo vacantes;Periodo;Total
B Industrias extractivas;No se necesita ningún trabajador;2018T2;95,3
B Industrias extractivas;No se necesita ningún trabajador;2018T1;96,5
B Industrias extractivas;No se necesita ningún trabajador;2017T4;96,2
B Industrias extractivas;No se necesita ningún trabajador;2017T3;96,7
B Industrias extractivas;No se necesita ningún trabajador;2017T2;97,6
B Industrias extractivas;No se necesita ningún trabajador;2017T1;98,1
B Industrias extractivas;No se necesita ningún trabajador;2016T4;97,2
B Industrias extractivas;No se necesita ningún trabajador;2016T3;97,3
B Industrias extractivas;No se necesita ningún trabajador;2016T2;95,9
B Industrias extractivas;No se necesita ningún trabajador;2016T1;95,8
B Industrias extractivas;No se necesita ningún trabajador;2015T4;95
B Industrias extractivas;No se necesita ningún trabajador;2015T3;95,2
B Industrias extractivas;No se necesita ningún trabajador;2015T2;96
B Industrias extractivas;No se necesita ningún trabajador;2015T1;95,4
B Industrias extractivas;No se necesita ningún trabajador;2014T4;95
B Industrias extractivas;No se necesita ningún trabajador;2014T3;92,1
B Industrias extractivas;No se necesita ningún trabajador;2014T2;93,1
B Industrias extractivas;No se necesita ningún trabajador;2014T1;97,2
B Industrias extractivas;No se necesita ningún trabajador;2013T4;""
B Industrias extractivas;No se necesita ningún trabajador;2013T3;95,5
B Industrias extractivas;Elevado coste de contratación;2024T4;3
B Industrias extractivas;Elevado coste de contratación;2024T3;4
B Industrias extractivas;Elevado coste de contratación;2024T2;3
B Industrias extractivas;Elevado coste de contratación;2024T1;2,4
B Industrias extractivas;Elevado coste de contratación;2023T4;3,7
B Industrias extractivas;Elevado coste de contratación;2023T3;5,1
B Industrias extractivas;Elevado coste de contratación;2023T2;3,6
B Industrias extractivas;Elevado coste de contratación;2023T1;2,1
B Industrias extractivas;Elevado coste de contratación;2022T4;1,5
B Industrias extractivas;Elevado coste de contratación;2022T3;3,9
B Industrias extractivas;Elevado coste de contratación;2022T2;1,5
B Industrias extractivas;Elevado coste de contratación;2022T1;1,3
B Industrias extractivas;Elevado coste de contratación;2021T4;2,1
B Industrias extractivas;Elevado coste de contratación;2021T3;2,4
B Industrias extractivas;Elevado coste de contratación;2021T2;3,2
B Industrias extractivas;Elevado coste de contratación;2021T1;1,3
B Industrias extractivas;Elevado coste de contratación;2020T4;0,8
B Industrias extractivas;Elevado coste de contratación;2020T3;1,7
B Industrias extractivas;Elevado coste de contratación;2020T2;1,6
B Industrias extractivas;Elevado coste de contratación;2020T1;2,4
B Industrias extractivas;Elevado coste de contratación;2019T4;2,2
B Industrias extractivas;Elevado coste de contratación;2019T3;1,8
B Industrias extractivas;Elevado coste de contratación;2019T2;3,8
B Industrias extractivas;Elevado coste de contratación;2019T1;2,4
B Industrias extractivas;Elevado coste de contratación;2018T4;1,1
B Industrias extractivas;Elevado coste de contratación;2018T3;1,2
B Industrias extractivas;Elevado coste de contratación;2018T2;1,5
B Industrias extractivas;Elevado coste de contratación;2018T1;1,2
B Industrias extractivas;Elevado coste de contratación;2017T4;1,7
B Industrias extractivas;Elevado coste de contratación;2017T3;1,4
B Industrias extractivas;Elevado coste de contratación;2017T2;1,3
B Industrias extractivas;Elevado coste de contratación;2017T1;1,5
B Industrias extractivas;Elevado coste de contratación;2016T4;1,8
B Industrias extractivas;Elevado coste de contratación;2016T3;1,7
B Industrias extractivas;Elevado coste de contratación;2016T2;1,8
B Industrias extractivas;Elevado coste de contratación;2016T1;1,6
B Industrias extractivas;Elevado coste de contratación;2015T4;1,5
B Industrias extractivas;Elevado coste de contratación;2015T3;1
B Industrias extractivas;Elevado coste de contratación;2015T2;1,5
B Industrias extractivas;Elevado coste de contratación;2015T1;2
B Industrias extractivas;Elevado coste de contratación;2014T4;4,3
B Industrias extractivas;Elevado coste de contratación;2014T3;4,4
B Industrias extractivas;Elevado coste de contratación;2014T2;6
B Industrias extractivas;Elevado coste de contratación;2014T1;2
B Industrias extractivas;Elevado coste de contratación;2013T4;""
B Industrias extractivas;Elevado coste de contratación;2013T3;2,8
B Industrias extractivas;Otros;2024T4;5,6
B Industrias extractivas;Otros;2024T3;5,3
B Industrias extractivas;Otros;2024T2;7,6
B Industrias extractivas;Otros;2024T1;5,5
B Industrias extractivas;Otros;2023T4;5,1
B Industrias extractivas;Otros;2023T3;3,5
B Industrias extractivas;Otros;2023T2;3,7
B Industrias extractivas;Otros;2023T1;4,4
B Industrias extractivas;Otros;2022T4;3,9
B Industrias extractivas;Otros;2022T3;4,7
B Industrias extractivas;Otros;2022T2;2,5
B Industrias extractivas;Otros;2022T1;3,5
B Industrias extractivas;Otros;2021T4;3,1
B Industrias extractivas;Otros;2021T3;3,1
B Industrias extractivas;Otros;2021T2;0,9
B Industrias extractivas;Otros;2021T1;2,9
B Industrias extractivas;Otros;2020T4;2,8
B Industrias extractivas;Otros;2020T3;1,6
B Industrias extractivas;Otros;2020T2;6,2
B Industrias extractivas;Otros;2020T1;3,6
B Industrias extractivas;Otros;2019T4;4,9
B Industrias extractivas;Otros;2019T3;4,4
B Industrias extractivas;Otros;2019T2;5,1
B Industrias extractivas;Otros;2019T1;5,5
B Industrias extractivas;Otros;2018T4;3,4
B Industrias extractivas;Otros;2018T3;3,6
B Industrias extractivas;Otros;2018T2;3,2
B Industrias extractivas;Otros;2018T1;2,3
B Industrias extractivas;Otros;2017T4;2,1
B Industrias extractivas;Otros;2017T3;1,9
B Industrias extractivas;Otros;2017T2;1,1
B Industrias extractivas;Otros;2017T1;0,4
B Industrias extractivas;Otros;2016T4;1
B Industrias extractivas;Otros;2016T3;1
B Industrias extractivas;Otros;2016T2;2,3
B Industrias extractivas;Otros;2016T1;2,6
B Industrias extractivas;Otros;2015T4;3,5
B Industrias extractivas;Otros;2015T3;3,8
B Industrias extractivas;Otros;2015T2;2,5
B Industrias extractivas;Otros;2015T1;2,6
B Industrias extractivas;Otros;2014T4;0,7
B Industrias extractivas;Otros;2014T3;3,5
B Industrias extractivas;Otros;2014T2;1
B Industrias extractivas;Otros;2014T1;0,8
B Industrias extractivas;Otros;2013T4;""
B Industrias extractivas;Otros;2013T3;1,8
C Industria manufacturera;Total;2024T4;100
C Industria manufacturera;Total;2024T3;100
C Industria manufacturera;Total;2024T2;100
C Industria manufacturera;Total;2024T1;100
C Industria manufacturera;Total;2023T4;100
C Industria manufacturera;Total;2023T3;100
C Industria manufacturera;Total;2023T2;100
C Industria manufacturera;Total;2023T1;100
C Industria manufacturera;Total;2022T4;100
C Industria manufacturera;Total;2022T3;100
C Industria manufacturera;Total;2022T2;100
C Industria manufacturera;Total;2022T1;100
C Industria manufacturera;Total;2021T4;100
C Industria manufacturera;Total;2021T3;100
C Industria manufacturera;Total;2021T2;100
C Industria manufacturera;Total;2021T1;100
C Industria manufacturera;Total;2020T4;100
C Industria manufacturera;Total;2020T3;100
C Industria manufacturera;Total;2020T2;100
C Industria manufacturera;Total;2020T1;100
C Industria manufacturera;Total;2019T4;100
C Industria manufacturera;Total;2019T3;100
C Industria manufacturera;Total;2019T2;100
C Industria manufacturera;Total;2019T1;100
C Industria manufacturera;Total;2018T4;100
C Industria manufacturera;Total;2018T3;100
C Industria manufacturera;Total;2018T2;100
C Industria manufacturera;Total;2018T1;100
C Industria manufacturera;Total;2017T4;100
C Industria manufacturera;Total;2017T3;100
C Industria manufacturera;Total;2017T2;100
C Industria manufacturera;Total;2017T1;100
C Industria manufacturera;Total;2016T4;100
C Industria manufacturera;Total;2016T3;100
C Industria manufacturera;Total;2016T2;100
C Industria manufacturera;Total;2016T1;100
C Industria manufacturera;Total;2015T4;100
C Industria manufacturera;Total;2015T3;100
C Industria manufacturera;Total;2015T2;100
C Industria manufacturera;Total;2015T1;100
C Industria manufacturera;Total;2014T4;100
C Industria manufacturera;Total;2014T3;100
C Industria manufacturera;Total;2014T2;100
C Industria manufacturera;Total;2014T1;100
C Industria manufacturera;Total;2013T4;""
C Industria manufacturera;Total;2013T3;100
C Industria manufacturera;No se necesita ningún trabajador;2024T4;92,4
C Industria manufacturera;No se necesita ningún trabajador;2024T3;91,5
