Actividad económica CNAE-09;Clase de indicador;Periodo;Total
Construcción;Percepciones por día de IT;2022T4;9
Construcción;Percepciones por día de IT;2022T3;8,83
Construcción;Percepciones por día de IT;2022T2;8,78
Construcción;Percepciones por día de IT;2022T1;7,4
Construcción;Percepciones por día de IT;2021T4;8,26
Construcción;Percepciones por día de IT;2021T3;8,81
Construcción;Percepciones por día de IT;2021T2;8,78
Construcción;Percepciones por día de IT;2021T1;8,71
Construcción;Percepciones por día de IT;2020T4;6,82
Construcción;Percepciones por día de IT;2020T3;7,74
Construcción;Percepciones por día de IT;2020T2;12,5
Construcción;Percepciones por día de IT;2020T1;11,58
Construcción;Percepciones por día de IT;2019T4;9,6
Construcción;Percepciones por día de IT;2019T3;7,43
Construcción;Percepciones por día de IT;2019T2;10,07
Construcción;Percepciones por día de IT;2019T1;9,87
Construcción;Percepciones por día de IT;2018T4;8,44
Construcción;Percepciones por día de IT;2018T3;7,73
Construcción;Percepciones por día de IT;2018T2;8,98
Construcción;Percepciones por día de IT;2018T1;10,43
Construcción;Percepciones por día de IT;2017T4;11,43
Construcción;Percepciones por día de IT;2017T3;9,65
Construcción;Percepciones por día de IT;2017T2;12,08
Construcción;Percepciones por día de IT;2017T1;11,82
Construcción;Percepciones por día de IT;2016T4;11,59
Construcción;Percepciones por día de IT;2016T3;8,86
Construcción;Percepciones por día de IT;2016T2;9,25
Construcción;Percepciones por día de IT;2016T1;10,21
Construcción;Percepciones por día de IT;2015T4;9,76
Construcción;Percepciones por día de IT;2015T3;10,93
Construcción;Percepciones por día de IT;2015T2;10,05
Construcción;Percepciones por día de IT;2015T1;10,1
Construcción;Percepciones por día de IT;2014T4;11,26
Construcción;Percepciones por día de IT;2014T3;10,83
Construcción;Percepciones por día de IT;2014T2;10,98
Construcción;Percepciones por día de IT;2014T1;11,99
Construcción;Percepciones por día de IT;2013T4;11,33
Construcción;Percepciones por día de IT;2013T3;11,15
Construcción;Percepciones por día de IT;2013T2;13,44
Construcción;Percepciones por día de IT;2013T1;12,39
Construcción;Percepciones por día de IT;2012T4;10,86
Construcción;Percepciones por día de IT;2012T3;10,78
Construcción;Percepciones por día de IT;2012T2;13,13
Construcción;Percepciones por día de IT;2012T1;12,11
Construcción;Percepciones por día de IT;2011T4;11,06
Construcción;Percepciones por día de IT;2011T3;11,91
Construcción;Percepciones por día de IT;2011T2;12,19
Construcción;Percepciones por día de IT;2011T1;12,58
Construcción;Percepciones por día de IT;2010T4;10,57
Construcción;Percepciones por día de IT;2010T3;11,04
Construcción;Percepciones por día de IT;2010T2;11,52
Construcción;Percepciones por día de IT;2010T1;10
Construcción;Percepciones por día de IT;2009T4;11,59
Construcción;Percepciones por día de IT;2009T3;10,59
Construcción;Percepciones por día de IT;2009T2;11,25
Construcción;Percepciones por día de IT;2009T1;13,03
Construcción;Percepciones por día de IT;2008T4;12,56
Construcción;Percepciones por día de IT;2008T3;10,47
Construcción;Percepciones por día de IT;2008T2;12,23
Construcción;Percepciones por día de IT;2008T1;10,95
Construcción;Coste indemnización por trabajador despedido;2024T4;2.627,66
Construcción;Coste indemnización por trabajador despedido;2024T3;2.214,98
Construcción;Coste indemnización por trabajador despedido;2024T2;2.343,92
Construcción;Coste indemnización por trabajador despedido;2024T1;2.827,22
Construcción;Coste indemnización por trabajador despedido;2023T4;2.082,36
Construcción;Coste indemnización por trabajador despedido;2023T3;2.402,86
Construcción;Coste indemnización por trabajador despedido;2023T2;2.317,64
Construcción;Coste indemnización por trabajador despedido;2023T1;3.687,03
Construcción;Coste indemnización por trabajador despedido;2022T4;2.273,39
Construcción;Coste indemnización por trabajador despedido;2022T3;2.149,16
Construcción;Coste indemnización por trabajador despedido;2022T2;1.942,46
Construcción;Coste indemnización por trabajador despedido;2022T1;2.071,05
Construcción;Coste indemnización por trabajador despedido;2021T4;3.803,53
Construcción;Coste indemnización por trabajador despedido;2021T3;2.385,56
Construcción;Coste indemnización por trabajador despedido;2021T2;5.586,74
Construcción;Coste indemnización por trabajador despedido;2021T1;4.100,46
Construcción;Coste indemnización por trabajador despedido;2020T4;3.401,53
Construcción;Coste indemnización por trabajador despedido;2020T3;3.135,63
Construcción;Coste indemnización por trabajador despedido;2020T2;4.028,75
Construcción;Coste indemnización por trabajador despedido;2020T1;2.679,53
Construcción;Coste indemnización por trabajador despedido;2019T4;3.801,22
Construcción;Coste indemnización por trabajador despedido;2019T3;2.199,11
Construcción;Coste indemnización por trabajador despedido;2019T2;3.322,26
Construcción;Coste indemnización por trabajador despedido;2019T1;3.318,12
Construcción;Coste indemnización por trabajador despedido;2018T4;4.990,4
Construcción;Coste indemnización por trabajador despedido;2018T3;2.708,13
Construcción;Coste indemnización por trabajador despedido;2018T2;2.970,75
Construcción;Coste indemnización por trabajador despedido;2018T1;4.126,38
Construcción;Coste indemnización por trabajador despedido;2017T4;4.018,84
Construcción;Coste indemnización por trabajador despedido;2017T3;3.005,43
Construcción;Coste indemnización por trabajador despedido;2017T2;3.958,84
Construcción;Coste indemnización por trabajador despedido;2017T1;1.781,36
Construcción;Coste indemnización por trabajador despedido;2016T4;4.766,43
Construcción;Coste indemnización por trabajador despedido;2016T3;3.324,56
Construcción;Coste indemnización por trabajador despedido;2016T2;6.626,95
Construcción;Coste indemnización por trabajador despedido;2016T1;5.991
Construcción;Coste indemnización por trabajador despedido;2015T4;3.812,4
Construcción;Coste indemnización por trabajador despedido;2015T3;4.942,14
Construcción;Coste indemnización por trabajador despedido;2015T2;6.222,17
Construcción;Coste indemnización por trabajador despedido;2015T1;6.769,68
Construcción;Coste indemnización por trabajador despedido;2014T4;6.234,02
Construcción;Coste indemnización por trabajador despedido;2014T3;4.237,44
Construcción;Coste indemnización por trabajador despedido;2014T2;4.975,5
Construcción;Coste indemnización por trabajador despedido;2014T1;8.368,95
Construcción;Coste indemnización por trabajador despedido;2013T4;7.039,45
Construcción;Coste indemnización por trabajador despedido;2013T3;5.500,62
Construcción;Coste indemnización por trabajador despedido;2013T2;7.300,37
Construcción;Coste indemnización por trabajador despedido;2013T1;7.458,56
Construcción;Coste indemnización por trabajador despedido;2012T4;5.863,43
Construcción;Coste indemnización por trabajador despedido;2012T3;3.581,04
Construcción;Coste indemnización por trabajador despedido;2012T2;6.340,25
Construcción;Coste indemnización por trabajador despedido;2012T1;6.987,17
Construcción;Coste indemnización por trabajador despedido;2011T4;4.754,52
Construcción;Coste indemnización por trabajador despedido;2011T3;4.368,13
Construcción;Coste indemnización por trabajador despedido;2011T2;5.030,76
Construcción;Coste indemnización por trabajador despedido;2011T1;6.293,23
Construcción;Coste indemnización por trabajador despedido;2010T4;4.817,88
Construcción;Coste indemnización por trabajador despedido;2010T3;4.030,5
Construcción;Coste indemnización por trabajador despedido;2010T2;5.776,54
Construcción;Coste indemnización por trabajador despedido;2010T1;4.938,99
Construcción;Coste indemnización por trabajador despedido;2009T4;6.137,27
Construcción;Coste indemnización por trabajador despedido;2009T3;5.734,28
Construcción;Coste indemnización por trabajador despedido;2009T2;6.626,7
Construcción;Coste indemnización por trabajador despedido;2009T1;5.474,04
Construcción;Coste indemnización por trabajador despedido;2008T4;5.361,58
Construcción;Coste indemnización por trabajador despedido;2008T3;5.545,58
Construcción;Coste indemnización por trabajador despedido;2008T2;3.914,01
Construcción;Coste indemnización por trabajador despedido;2008T1;5.341,74
Servicios;Percepciones por día de IT;2024T4;15,19
Servicios;Percepciones por día de IT;2024T3;13,6
Servicios;Percepciones por día de IT;2024T2;15,34
Servicios;Percepciones por día de IT;2024T1;15,59
Servicios;Percepciones por día de IT;2023T4;14,96
Servicios;Percepciones por día de IT;2023T3;13,73
Servicios;Percepciones por día de IT;2023T2;14,6
Servicios;Percepciones por día de IT;2023T1;15,6
Servicios;Percepciones por día de IT;2022T4;14,65
Servicios;Percepciones por día de IT;2022T3;13,45
Servicios;Percepciones por día de IT;2022T2;14,39
Servicios;Percepciones por día de IT;2022T1;13,11
Servicios;Percepciones por día de IT;2021T4;13,71
Servicios;Percepciones por día de IT;2021T3;14,04
