Actividad económica CNAE-09;Periodo;Total
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2013T1;17,99
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2012T4;17,8
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2012T3;17,51
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2012T2;19,06
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2012T1;18,01
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2011T4;18,35
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2011T3;17,42
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2011T2;17,41
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2011T1;17,27
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2010T4;17,36
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2010T3;16,08
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2010T2;17,11
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2010T1;16,67
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2009T4;15,96
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2009T3;15,67
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2009T2;16,05
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2009T1;15,3
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2008T4;15,97
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2008T3;15,32
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2008T2;14,54
E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2008T1;14,26
F Construcción;2024T4;22,55
F Construcción;2024T3;21,78
F Construcción;2024T2;22,02
F Construcción;2024T1;21,78
F Construcción;2023T4;22,4
F Construcción;2023T3;22,05
F Construcción;2023T2;21,29
F Construcción;2023T1;21,39
F Construcción;2022T4;20,38
F Construcción;2022T3;20,68
F Construcción;2022T2;20,15
F Construcción;2022T1;20,06
F Construcción;2021T4;18,55
F Construcción;2021T3;18,49
F Construcción;2021T2;19,44
F Construcción;2021T1;19,7
F Construcción;2020T4;20,07
F Construcción;2020T3;18,87
F Construcción;2020T2;17,91
F Construcción;2020T1;19,18
F Construcción;2019T4;18,54
F Construcción;2019T3;17,8
F Construcción;2019T2;18,73
F Construcción;2019T1;18,92
F Construcción;2018T4;18,51
F Construcción;2018T3;18,11
F Construcción;2018T2;18,82
F Construcción;2018T1;18,21
F Construcción;2017T4;18,47
F Construcción;2017T3;17,92
F Construcción;2017T2;17,45
F Construcción;2017T1;17,2
F Construcción;2016T4;17,86
F Construcción;2016T3;17,73
F Construcción;2016T2;18,16
F Construcción;2016T1;17,96
F Construcción;2015T4;18,34
F Construcción;2015T3;18,15
F Construcción;2015T2;18,09
F Construcción;2015T1;19,76
F Construcción;2014T4;17,96
F Construcción;2014T3;17,93
F Construcción;2014T2;18,46
F Construcción;2014T1;18,66
F Construcción;2013T4;19,13
F Construcción;2013T3;17,93
F Construcción;2013T2;17,7
F Construcción;2013T1;17,42
F Construcción;2012T4;17,53
F Construcción;2012T3;17,09
F Construcción;2012T2;16,22
F Construcción;2012T1;17,79
F Construcción;2011T4;17,72
F Construcción;2011T3;16
F Construcción;2011T2;16,26
F Construcción;2011T1;16,53
F Construcción;2010T4;17,3
F Construcción;2010T3;17,02
F Construcción;2010T2;17,32
F Construcción;2010T1;16,93
F Construcción;2009T4;16,83
F Construcción;2009T3;16,37
F Construcción;2009T2;16,06
F Construcción;2009T1;16,35
F Construcción;2008T4;15,58
F Construcción;2008T3;14,84
F Construcción;2008T2;15,02
F Construcción;2008T1;15,67
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2024T4;15,65
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2024T3;15,12
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2024T2;15,65
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2024T1;15,02
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023T4;14,63
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023T3;14,58
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023T2;15,2
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2023T1;13,83
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022T4;14,52
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022T3;13,13
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022T2;13,22
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2022T1;12,94
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021T4;12,9
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021T3;12,85
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021T2;12,98
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2021T1;12,69
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020T4;13,04
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020T3;13,31
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020T2;15,31
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2020T1;14,28
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019T4;13,04
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019T3;13,49
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019T2;12,88
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019T1;16,17
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018T4;13,22
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018T3;13,83
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018T2;13,99
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018T1;13,81
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017T4;14,66
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017T3;14,25
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017T2;14,3
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017T1;13,88
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016T4;12,82
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016T3;11,88
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016T2;12,48
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016T1;12,37
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015T4;12,59
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015T3;12,23
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015T2;12,03
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015T1;11,96
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014T4;12,48
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014T3;13,46
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014T2;13,86
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014T1;16,75
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013T4;13,93
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013T3;13,97
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013T2;14,23
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013T1;20,22
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012T4;15,33
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012T3;18,35
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012T2;16,44
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012T1;15,21
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2011T4;14,86
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2011T3;14,58
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2011T2;14,97
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2011T1;15,55
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2010T4;14,89
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2010T3;15,01
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2010T2;15,32
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2010T1;15,96
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2009T4;14,01
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2009T3;15,05
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2009T2;16,38
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2009T1;16,21
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2008T4;15,67
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2008T3;16,29
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2008T2;14,51
G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2008T1;15,39
H Transporte y almacenamiento;2024T4;20,89
H Transporte y almacenamiento;2024T3;20,86
H Transporte y almacenamiento;2024T2;20,28
H Transporte y almacenamiento;2024T1;19,34
H Transporte y almacenamiento;2023T4;19,04
H Transporte y almacenamiento;2023T3;19,96
H Transporte y almacenamiento;2023T2;20,01
H Transporte y almacenamiento;2023T1;18,93
H Transporte y almacenamiento;2022T4;18,63
H Transporte y almacenamiento;2022T3;19,59
H Transporte y almacenamiento;2022T2;20,16
H Transporte y almacenamiento;2022T1;19,44
H Transporte y almacenamiento;2021T4;18,93
H Transporte y almacenamiento;2021T3;18,48
H Transporte y almacenamiento;2021T2;19,57
H Transporte y almacenamiento;2021T1;18,65
H Transporte y almacenamiento;2020T4;19,04
H Transporte y almacenamiento;2020T3;17,49
H Transporte y almacenamiento;2020T2;20,99
H Transporte y almacenamiento;2020T1;19,67
H Transporte y almacenamiento;2019T4;19,46
H Transporte y almacenamiento;2019T3;19,65
H Transporte y almacenamiento;2019T2;19,44
H Transporte y almacenamiento;2019T1;18,49
H Transporte y almacenamiento;2018T4;19,07
H Transporte y almacenamiento;2018T3;19,18
H Transporte y almacenamiento;2018T2;19,22
H Transporte y almacenamiento;2018T1;19,58
H Transporte y almacenamiento;2017T4;19,51
H Transporte y almacenamiento;2017T3;18,38
H Transporte y almacenamiento;2017T2;19,58
H Transporte y almacenamiento;2017T1;19,5
H Transporte y almacenamiento;2016T4;18,87
H Transporte y almacenamiento;2016T3;19,1
H Transporte y almacenamiento;2016T2;18,97
H Transporte y almacenamiento;2016T1;20,72
H Transporte y almacenamiento;2015T4;18,87
H Transporte y almacenamiento;2015T3;17,79
H Transporte y almacenamiento;2015T2;18,38
H Transporte y almacenamiento;2015T1;19,09
H Transporte y almacenamiento;2014T4;17,56
H Transporte y almacenamiento;2014T3;19,11
H Transporte y almacenamiento;2014T2;18,86
H Transporte y almacenamiento;2014T1;19,84
H Transporte y almacenamiento;2013T4;17,86
H Transporte y almacenamiento;2013T3;21,17
H Transporte y almacenamiento;2013T2;19,28
H Transporte y almacenamiento;2013T1;18,06
H Transporte y almacenamiento;2012T4;25,59
H Transporte y almacenamiento;2012T3;17,81
H Transporte y almacenamiento;2012T2;17,93
H Transporte y almacenamiento;2012T1;18,21
H Transporte y almacenamiento;2011T4;16,94
H Transporte y almacenamiento;2011T3;18,01
H Transporte y almacenamiento;2011T2;18,12
