Comunidad autónoma;Motivos por los que no exiten puestos de trabajo vacantes;Periodo;Total
12 Galicia;Total;2024T4;100
12 Galicia;Total;2024T3;100
12 Galicia;Total;2024T2;100
12 Galicia;Total;2024T1;100
12 Galicia;Total;2023T4;100
12 Galicia;Total;2023T3;100
12 Galicia;Total;2023T2;100
12 Galicia;Total;2023T1;100
12 Galicia;Total;2022T4;100
12 Galicia;Total;2022T3;100
12 Galicia;Total;2022T2;100
12 Galicia;Total;2022T1;100
12 Galicia;Total;2021T4;100
12 Galicia;Total;2021T3;100
12 Galicia;Total;2021T2;100
12 Galicia;Total;2021T1;100
12 Galicia;Total;2020T4;100
12 Galicia;Total;2020T3;100
12 Galicia;Total;2020T2;100
12 Galicia;Total;2020T1;100
12 Galicia;Total;2019T4;100
12 Galicia;Total;2019T3;100
12 Galicia;Total;2019T2;100
12 Galicia;Total;2019T1;100
12 Galicia;Total;2018T4;100
12 Galicia;Total;2018T3;100
12 Galicia;Total;2018T2;100
12 Galicia;Total;2018T1;100
12 Galicia;Total;2017T4;100
12 Galicia;Total;2017T3;100
12 Galicia;Total;2017T2;100
12 Galicia;Total;2017T1;100
12 Galicia;Total;2016T4;100
12 Galicia;Total;2016T3;100
12 Galicia;Total;2016T2;100
12 Galicia;Total;2016T1;100
12 Galicia;Total;2015T4;100
12 Galicia;Total;2015T3;100
12 Galicia;Total;2015T2;100
12 Galicia;Total;2015T1;100
12 Galicia;Total;2014T4;100
12 Galicia;Total;2014T3;100
12 Galicia;Total;2014T2;100
12 Galicia;Total;2014T1;100
12 Galicia;Total;2013T4;100
12 Galicia;Total;2013T3;100
12 Galicia;No se necesita ningún trabajador;2024T4;89,3
12 Galicia;No se necesita ningún trabajador;2024T3;89,4
12 Galicia;No se necesita ningún trabajador;2024T2;89,9
12 Galicia;No se necesita ningún trabajador;2024T1;90,1
12 Galicia;No se necesita ningún trabajador;2023T4;90,3
12 Galicia;No se necesita ningún trabajador;2023T3;92,3
12 Galicia;No se necesita ningún trabajador;2023T2;95,1
12 Galicia;No se necesita ningún trabajador;2023T1;91,4
12 Galicia;No se necesita ningún trabajador;2022T4;91,7
12 Galicia;No se necesita ningún trabajador;2022T3;93,5
12 Galicia;No se necesita ningún trabajador;2022T2;92,8
12 Galicia;No se necesita ningún trabajador;2022T1;93,6
12 Galicia;No se necesita ningún trabajador;2021T4;94,1
12 Galicia;No se necesita ningún trabajador;2021T3;93,7
12 Galicia;No se necesita ningún trabajador;2021T2;93,3
12 Galicia;No se necesita ningún trabajador;2021T1;92,9
12 Galicia;No se necesita ningún trabajador;2020T4;95,8
12 Galicia;No se necesita ningún trabajador;2020T3;92
12 Galicia;No se necesita ningún trabajador;2020T2;94
12 Galicia;No se necesita ningún trabajador;2020T1;92,2
12 Galicia;No se necesita ningún trabajador;2019T4;91,2
12 Galicia;No se necesita ningún trabajador;2019T3;92
12 Galicia;No se necesita ningún trabajador;2019T2;90,9
12 Galicia;No se necesita ningún trabajador;2019T1;92,7
12 Galicia;No se necesita ningún trabajador;2018T4;91
12 Galicia;No se necesita ningún trabajador;2018T3;90,9
12 Galicia;No se necesita ningún trabajador;2018T2;89
12 Galicia;No se necesita ningún trabajador;2018T1;92,9
12 Galicia;No se necesita ningún trabajador;2017T4;90
12 Galicia;No se necesita ningún trabajador;2017T3;91,4
12 Galicia;No se necesita ningún trabajador;2017T2;90,8
12 Galicia;No se necesita ningún trabajador;2017T1;90,9
12 Galicia;No se necesita ningún trabajador;2016T4;89
12 Galicia;No se necesita ningún trabajador;2016T3;87
12 Galicia;No se necesita ningún trabajador;2016T2;90,9
12 Galicia;No se necesita ningún trabajador;2016T1;90,9
12 Galicia;No se necesita ningún trabajador;2015T4;89,9
12 Galicia;No se necesita ningún trabajador;2015T3;91,2
12 Galicia;No se necesita ningún trabajador;2015T2;91,5
12 Galicia;No se necesita ningún trabajador;2015T1;91,7
12 Galicia;No se necesita ningún trabajador;2014T4;92,4
12 Galicia;No se necesita ningún trabajador;2014T3;93,5
12 Galicia;No se necesita ningún trabajador;2014T2;93
12 Galicia;No se necesita ningún trabajador;2014T1;93,9
12 Galicia;No se necesita ningún trabajador;2013T4;93,4
12 Galicia;No se necesita ningún trabajador;2013T3;94,5
12 Galicia;Elevado coste de contratación;2024T4;7
12 Galicia;Elevado coste de contratación;2024T3;5,5
12 Galicia;Elevado coste de contratación;2024T2;6,1
12 Galicia;Elevado coste de contratación;2024T1;7
12 Galicia;Elevado coste de contratación;2023T4;4,5
12 Galicia;Elevado coste de contratación;2023T3;3,3
12 Galicia;Elevado coste de contratación;2023T2;3,2
12 Galicia;Elevado coste de contratación;2023T1;5,2
12 Galicia;Elevado coste de contratación;2022T4;4,2
12 Galicia;Elevado coste de contratación;2022T3;3,7
12 Galicia;Elevado coste de contratación;2022T2;4,2
12 Galicia;Elevado coste de contratación;2022T1;2,6
12 Galicia;Elevado coste de contratación;2021T4;3,8
12 Galicia;Elevado coste de contratación;2021T3;3,2
12 Galicia;Elevado coste de contratación;2021T2;3,9
12 Galicia;Elevado coste de contratación;2021T1;3,2
12 Galicia;Elevado coste de contratación;2020T4;3,1
12 Galicia;Elevado coste de contratación;2020T3;5,3
12 Galicia;Elevado coste de contratación;2020T2;4,3
12 Galicia;Elevado coste de contratación;2020T1;5,7
12 Galicia;Elevado coste de contratación;2019T4;6,9
12 Galicia;Elevado coste de contratación;2019T3;5
12 Galicia;Elevado coste de contratación;2019T2;5,7
12 Galicia;Elevado coste de contratación;2019T1;6
12 Galicia;Elevado coste de contratación;2018T4;6,7
12 Galicia;Elevado coste de contratación;2018T3;5,2
12 Galicia;Elevado coste de contratación;2018T2;6,9
12 Galicia;Elevado coste de contratación;2018T1;5,4
12 Galicia;Elevado coste de contratación;2017T4;5,8
12 Galicia;Elevado coste de contratación;2017T3;6,1
12 Galicia;Elevado coste de contratación;2017T2;5,9
12 Galicia;Elevado coste de contratación;2017T1;6,9
12 Galicia;Elevado coste de contratación;2016T4;8,1
12 Galicia;Elevado coste de contratación;2016T3;10,2
12 Galicia;Elevado coste de contratación;2016T2;6
12 Galicia;Elevado coste de contratación;2016T1;6,5
12 Galicia;Elevado coste de contratación;2015T4;7,8
12 Galicia;Elevado coste de contratación;2015T3;6,1
12 Galicia;Elevado coste de contratación;2015T2;5,2
12 Galicia;Elevado coste de contratación;2015T1;5,7
12 Galicia;Elevado coste de contratación;2014T4;5,1
12 Galicia;Elevado coste de contratación;2014T3;4,9
12 Galicia;Elevado coste de contratación;2014T2;4,2
12 Galicia;Elevado coste de contratación;2014T1;4,8
12 Galicia;Elevado coste de contratación;2013T4;4,6
12 Galicia;Elevado coste de contratación;2013T3;2,7
12 Galicia;Otros;2024T4;3,7
12 Galicia;Otros;2024T3;5,1
12 Galicia;Otros;2024T2;4
12 Galicia;Otros;2024T1;2,9
12 Galicia;Otros;2023T4;5,2
12 Galicia;Otros;2023T3;4,4
12 Galicia;Otros;2023T2;1,7
12 Galicia;Otros;2023T1;3,4
12 Galicia;Otros;2022T4;4,1
12 Galicia;Otros;2022T3;2,8
12 Galicia;Otros;2022T2;3
12 Galicia;Otros;2022T1;3,8
12 Galicia;Otros;2021T4;2,1
12 Galicia;Otros;2021T3;3,1
12 Galicia;Otros;2021T2;2,8
12 Galicia;Otros;2021T1;3,9
12 Galicia;Otros;2020T4;1,1
12 Galicia;Otros;2020T3;2,7
12 Galicia;Otros;2020T2;1,7
12 Galicia;Otros;2020T1;2,1
12 Galicia;Otros;2019T4;1,9
12 Galicia;Otros;2019T3;3
12 Galicia;Otros;2019T2;3,4
12 Galicia;Otros;2019T1;1,3
12 Galicia;Otros;2018T4;2,3
12 Galicia;Otros;2018T3;3,9
12 Galicia;Otros;2018T2;4,1
12 Galicia;Otros;2018T1;1,7
12 Galicia;Otros;2017T4;4,2
12 Galicia;Otros;2017T3;2,5
12 Galicia;Otros;2017T2;3,3
12 Galicia;Otros;2017T1;2,2
12 Galicia;Otros;2016T4;2,9
12 Galicia;Otros;2016T3;2,8
12 Galicia;Otros;2016T2;3,1
12 Galicia;Otros;2016T1;2,6
12 Galicia;Otros;2015T4;2,3
12 Galicia;Otros;2015T3;2,7
12 Galicia;Otros;2015T2;3,3
12 Galicia;Otros;2015T1;2,6
12 Galicia;Otros;2014T4;2,5
12 Galicia;Otros;2014T3;1,6
12 Galicia;Otros;2014T2;2,8
12 Galicia;Otros;2014T1;1,3
12 Galicia;Otros;2013T4;2,1
12 Galicia;Otros;2013T3;2,8
13 Madrid, Comunidad de;Total;2024T4;100
13 Madrid, Comunidad de;Total;2024T3;100
13 Madrid, Comunidad de;Total;2024T2;100
13 Madrid, Comunidad de;Total;2024T1;100
13 Madrid, Comunidad de;Total;2023T4;100
13 Madrid, Comunidad de;Total;2023T3;100
13 Madrid, Comunidad de;Total;2023T2;100
13 Madrid, Comunidad de;Total;2023T1;100
13 Madrid, Comunidad de;Total;2022T4;100
13 Madrid, Comunidad de;Total;2022T3;100
13 Madrid, Comunidad de;Total;2022T2;100
13 Madrid, Comunidad de;Total;2022T1;100
13 Madrid, Comunidad de;Total;2021T4;100
13 Madrid, Comunidad de;Total;2021T3;100
13 Madrid, Comunidad de;Total;2021T2;100
13 Madrid, Comunidad de;Total;2021T1;100
13 Madrid, Comunidad de;Total;2020T4;100
13 Madrid, Comunidad de;Total;2020T3;100
13 Madrid, Comunidad de;Total;2020T2;100
13 Madrid, Comunidad de;Total;2020T1;100
13 Madrid, Comunidad de;Total;2019T4;100
13 Madrid, Comunidad de;Total;2019T3;100
13 Madrid, Comunidad de;Total;2019T2;100
13 Madrid, Comunidad de;Total;2019T1;100
13 Madrid, Comunidad de;Total;2018T4;100
13 Madrid, Comunidad de;Total;2018T3;100
13 Madrid, Comunidad de;Total;2018T2;100
13 Madrid, Comunidad de;Total;2018T1;100
13 Madrid, Comunidad de;Total;2017T4;100
13 Madrid, Comunidad de;Total;2017T3;100
13 Madrid, Comunidad de;Total;2017T2;100
13 Madrid, Comunidad de;Total;2017T1;100
13 Madrid, Comunidad de;Total;2016T4;100
13 Madrid, Comunidad de;Total;2016T3;100
13 Madrid, Comunidad de;Total;2016T2;100
13 Madrid, Comunidad de;Total;2016T1;100
13 Madrid, Comunidad de;Total;2015T4;100
13 Madrid, Comunidad de;Total;2015T3;100
13 Madrid, Comunidad de;Total;2015T2;100
13 Madrid, Comunidad de;Total;2015T1;100
13 Madrid, Comunidad de;Total;2014T4;100
13 Madrid, Comunidad de;Total;2014T3;100
13 Madrid, Comunidad de;Total;2014T2;100
13 Madrid, Comunidad de;Total;2014T1;100
13 Madrid, Comunidad de;Total;2013T4;100
13 Madrid, Comunidad de;Total;2013T3;100
13 Madrid, Comunidad de;No se necesita ningún trabajador;2024T4;92,9
13 Madrid, Comunidad de;No se necesita ningún trabajador;2024T3;92,7
13 Madrid, Comunidad de;No se necesita ningún trabajador;2024T2;93,1
13 Madrid, Comunidad de;No se necesita ningún trabajador;2024T1;90,6
13 Madrid, Comunidad de;No se necesita ningún trabajador;2023T4;93,8
13 Madrid, Comunidad de;No se necesita ningún trabajador;2023T3;93
13 Madrid, Comunidad de;No se necesita ningún trabajador;2023T2;94,5
13 Madrid, Comunidad de;No se necesita ningún trabajador;2023T1;95,9
13 Madrid, Comunidad de;No se necesita ningún trabajador;2022T4;96,6
13 Madrid, Comunidad de;No se necesita ningún trabajador;2022T3;96
13 Madrid, Comunidad de;No se necesita ningún trabajador;2022T2;96
13 Madrid, Comunidad de;No se necesita ningún trabajador;2022T1;95,6
13 Madrid, Comunidad de;No se necesita ningún trabajador;2021T4;96,2
13 Madrid, Comunidad de;No se necesita ningún trabajador;2021T3;95,9
13 Madrid, Comunidad de;No se necesita ningún trabajador;2021T2;96,1
13 Madrid, Comunidad de;No se necesita ningún trabajador;2021T1;96,1
13 Madrid, Comunidad de;No se necesita ningún trabajador;2020T4;95,9
13 Madrid, Comunidad de;No se necesita ningún trabajador;2020T3;96,2
13 Madrid, Comunidad de;No se necesita ningún trabajador;2020T2;96,7
13 Madrid, Comunidad de;No se necesita ningún trabajador;2020T1;96,7
13 Madrid, Comunidad de;No se necesita ningún trabajador;2019T4;93,7
13 Madrid, Comunidad de;No se necesita ningún trabajador;2019T3;94,1
13 Madrid, Comunidad de;No se necesita ningún trabajador;2019T2;93,2
13 Madrid, Comunidad de;No se necesita ningún trabajador;2019T1;95,2
13 Madrid, Comunidad de;No se necesita ningún trabajador;2018T4;94,7
13 Madrid, Comunidad de;No se necesita ningún trabajador;2018T3;94,7
13 Madrid, Comunidad de;No se necesita ningún trabajador;2018T2;95,1
13 Madrid, Comunidad de;No se necesita ningún trabajador;2018T1;94,5
13 Madrid, Comunidad de;No se necesita ningún trabajador;2017T4;93,7
13 Madrid, Comunidad de;No se necesita ningún trabajador;2017T3;95,1
13 Madrid, Comunidad de;No se necesita ningún trabajador;2017T2;95,3
13 Madrid, Comunidad de;No se necesita ningún trabajador;2017T1;95,5
13 Madrid, Comunidad de;No se necesita ningún trabajador;2016T4;95,9
13 Madrid, Comunidad de;No se necesita ningún trabajador;2016T3;93,9
13 Madrid, Comunidad de;No se necesita ningún trabajador;2016T2;95,2
13 Madrid, Comunidad de;No se necesita ningún trabajador;2016T1;94,3
13 Madrid, Comunidad de;No se necesita ningún trabajador;2015T4;92,2
13 Madrid, Comunidad de;No se necesita ningún trabajador;2015T3;92,5
13 Madrid, Comunidad de;No se necesita ningún trabajador;2015T2;91,5
13 Madrid, Comunidad de;No se necesita ningún trabajador;2015T1;92,6
13 Madrid, Comunidad de;No se necesita ningún trabajador;2014T4;90,8
13 Madrid, Comunidad de;No se necesita ningún trabajador;2014T3;93,7
13 Madrid, Comunidad de;No se necesita ningún trabajador;2014T2;94,5
13 Madrid, Comunidad de;No se necesita ningún trabajador;2014T1;93,8
13 Madrid, Comunidad de;No se necesita ningún trabajador;2013T4;94,8
13 Madrid, Comunidad de;No se necesita ningún trabajador;2013T3;95,1
13 Madrid, Comunidad de;Elevado coste de contratación;2024T4;4,8
13 Madrid, Comunidad de;Elevado coste de contratación;2024T3;3,8
13 Madrid, Comunidad de;Elevado coste de contratación;2024T2;3,9
13 Madrid, Comunidad de;Elevado coste de contratación;2024T1;5
13 Madrid, Comunidad de;Elevado coste de contratación;2023T4;3,2
13 Madrid, Comunidad de;Elevado coste de contratación;2023T3;3,3
13 Madrid, Comunidad de;Elevado coste de contratación;2023T2;3,6
13 Madrid, Comunidad de;Elevado coste de contratación;2023T1;2,7
13 Madrid, Comunidad de;Elevado coste de contratación;2022T4;1,8
13 Madrid, Comunidad de;Elevado coste de contratación;2022T3;2,2
13 Madrid, Comunidad de;Elevado coste de contratación;2022T2;2,1
13 Madrid, Comunidad de;Elevado coste de contratación;2022T1;1,8
13 Madrid, Comunidad de;Elevado coste de contratación;2021T4;1,8
13 Madrid, Comunidad de;Elevado coste de contratación;2021T3;2
13 Madrid, Comunidad de;Elevado coste de contratación;2021T2;2,3
13 Madrid, Comunidad de;Elevado coste de contratación;2021T1;1,6
13 Madrid, Comunidad de;Elevado coste de contratación;2020T4;1,9
13 Madrid, Comunidad de;Elevado coste de contratación;2020T3;1,7
13 Madrid, Comunidad de;Elevado coste de contratación;2020T2;1,7
13 Madrid, Comunidad de;Elevado coste de contratación;2020T1;2,3
13 Madrid, Comunidad de;Elevado coste de contratación;2019T4;3,8
13 Madrid, Comunidad de;Elevado coste de contratación;2019T3;3,8
13 Madrid, Comunidad de;Elevado coste de contratación;2019T2;4
13 Madrid, Comunidad de;Elevado coste de contratación;2019T1;3,3
13 Madrid, Comunidad de;Elevado coste de contratación;2018T4;4
13 Madrid, Comunidad de;Elevado coste de contratación;2018T3;3,9
13 Madrid, Comunidad de;Elevado coste de contratación;2018T2;3
13 Madrid, Comunidad de;Elevado coste de contratación;2018T1;2,8
13 Madrid, Comunidad de;Elevado coste de contratación;2017T4;3,7
13 Madrid, Comunidad de;Elevado coste de contratación;2017T3;3,4
13 Madrid, Comunidad de;Elevado coste de contratación;2017T2;3,3
13 Madrid, Comunidad de;Elevado coste de contratación;2017T1;2,9
13 Madrid, Comunidad de;Elevado coste de contratación;2016T4;3,1
13 Madrid, Comunidad de;Elevado coste de contratación;2016T3;4,7
13 Madrid, Comunidad de;Elevado coste de contratación;2016T2;3,7
13 Madrid, Comunidad de;Elevado coste de contratación;2016T1;3,6
13 Madrid, Comunidad de;Elevado coste de contratación;2015T4;5,8
13 Madrid, Comunidad de;Elevado coste de contratación;2015T3;4,5
13 Madrid, Comunidad de;Elevado coste de contratación;2015T2;6,1
13 Madrid, Comunidad de;Elevado coste de contratación;2015T1;6,2
13 Madrid, Comunidad de;Elevado coste de contratación;2014T4;7,1
13 Madrid, Comunidad de;Elevado coste de contratación;2014T3;4,6
13 Madrid, Comunidad de;Elevado coste de contratación;2014T2;3,7
13 Madrid, Comunidad de;Elevado coste de contratación;2014T1;3,5
13 Madrid, Comunidad de;Elevado coste de contratación;2013T4;4
13 Madrid, Comunidad de;Elevado coste de contratación;2013T3;3,7
13 Madrid, Comunidad de;Otros;2024T4;2,3
13 Madrid, Comunidad de;Otros;2024T3;3,5
13 Madrid, Comunidad de;Otros;2024T2;3
13 Madrid, Comunidad de;Otros;2024T1;4,4
13 Madrid, Comunidad de;Otros;2023T4;3
13 Madrid, Comunidad de;Otros;2023T3;3,7
13 Madrid, Comunidad de;Otros;2023T2;1,9
13 Madrid, Comunidad de;Otros;2023T1;1,4
13 Madrid, Comunidad de;Otros;2022T4;1,6
13 Madrid, Comunidad de;Otros;2022T3;1,8
13 Madrid, Comunidad de;Otros;2022T2;1,9
13 Madrid, Comunidad de;Otros;2022T1;2,6
13 Madrid, Comunidad de;Otros;2021T4;2
13 Madrid, Comunidad de;Otros;2021T3;2,1
13 Madrid, Comunidad de;Otros;2021T2;1,6
13 Madrid, Comunidad de;Otros;2021T1;2,3
13 Madrid, Comunidad de;Otros;2020T4;2,2
13 Madrid, Comunidad de;Otros;2020T3;2,1
13 Madrid, Comunidad de;Otros;2020T2;1,6
13 Madrid, Comunidad de;Otros;2020T1;1
13 Madrid, Comunidad de;Otros;2019T4;2,5
13 Madrid, Comunidad de;Otros;2019T3;2,1
13 Madrid, Comunidad de;Otros;2019T2;2,8
13 Madrid, Comunidad de;Otros;2019T1;1,5
13 Madrid, Comunidad de;Otros;2018T4;1,3
13 Madrid, Comunidad de;Otros;2018T3;1,4
13 Madrid, Comunidad de;Otros;2018T2;1,9
13 Madrid, Comunidad de;Otros;2018T1;2,7
13 Madrid, Comunidad de;Otros;2017T4;2,6
13 Madrid, Comunidad de;Otros;2017T3;1,5
13 Madrid, Comunidad de;Otros;2017T2;1,4
13 Madrid, Comunidad de;Otros;2017T1;1,6
13 Madrid, Comunidad de;Otros;2016T4;1
13 Madrid, Comunidad de;Otros;2016T3;1,4
13 Madrid, Comunidad de;Otros;2016T2;1,1
13 Madrid, Comunidad de;Otros;2016T1;2,1
13 Madrid, Comunidad de;Otros;2015T4;2
13 Madrid, Comunidad de;Otros;2015T3;3
13 Madrid, Comunidad de;Otros;2015T2;2,4
13 Madrid, Comunidad de;Otros;2015T1;1,2
13 Madrid, Comunidad de;Otros;2014T4;2,1
13 Madrid, Comunidad de;Otros;2014T3;1,7
13 Madrid, Comunidad de;Otros;2014T2;1,8
13 Madrid, Comunidad de;Otros;2014T1;2,8
13 Madrid, Comunidad de;Otros;2013T4;1,2
13 Madrid, Comunidad de;Otros;2013T3;1,2
14 Murcia, Región de;Total;2024T4;100
14 Murcia, Región de;Total;2024T3;100
14 Murcia, Región de;Total;2024T2;100
14 Murcia, Región de;Total;2024T1;100
14 Murcia, Región de;Total;2023T4;100
14 Murcia, Región de;Total;2023T3;100
14 Murcia, Región de;Total;2023T2;100
14 Murcia, Región de;Total;2023T1;100
14 Murcia, Región de;Total;2022T4;100
14 Murcia, Región de;Total;2022T3;100
14 Murcia, Región de;Total;2022T2;100
14 Murcia, Región de;Total;2022T1;100
14 Murcia, Región de;Total;2021T4;100
14 Murcia, Región de;Total;2021T3;100
14 Murcia, Región de;Total;2021T2;100
14 Murcia, Región de;Total;2021T1;100
14 Murcia, Región de;Total;2020T4;100
14 Murcia, Región de;Total;2020T3;100
14 Murcia, Región de;Total;2020T2;100
14 Murcia, Región de;Total;2020T1;100
14 Murcia, Región de;Total;2019T4;100
14 Murcia, Región de;Total;2019T3;100
14 Murcia, Región de;Total;2019T2;100
14 Murcia, Región de;Total;2019T1;100
14 Murcia, Región de;Total;2018T4;100
14 Murcia, Región de;Total;2018T3;100
14 Murcia, Región de;Total;2018T2;100
14 Murcia, Región de;Total;2018T1;100
14 Murcia, Región de;Total;2017T4;100
14 Murcia, Región de;Total;2017T3;100
14 Murcia, Región de;Total;2017T2;100
14 Murcia, Región de;Total;2017T1;100
14 Murcia, Región de;Total;2016T4;100
14 Murcia, Región de;Total;2016T3;100
14 Murcia, Región de;Total;2016T2;100
14 Murcia, Región de;Total;2016T1;100
14 Murcia, Región de;Total;2015T4;100
14 Murcia, Región de;Total;2015T3;100
14 Murcia, Región de;Total;2015T2;100
14 Murcia, Región de;Total;2015T1;100
14 Murcia, Región de;Total;2014T4;100
14 Murcia, Región de;Total;2014T3;100
14 Murcia, Región de;Total;2014T2;100
14 Murcia, Región de;Total;2014T1;100
14 Murcia, Región de;Total;2013T4;100
14 Murcia, Región de;Total;2013T3;100
14 Murcia, Región de;No se necesita ningún trabajador;2024T4;91,7
14 Murcia, Región de;No se necesita ningún trabajador;2024T3;90,5
14 Murcia, Región de;No se necesita ningún trabajador;2024T2;91,9
14 Murcia, Región de;No se necesita ningún trabajador;2024T1;90,2
14 Murcia, Región de;No se necesita ningún trabajador;2023T4;90,7
14 Murcia, Región de;No se necesita ningún trabajador;2023T3;91,9
14 Murcia, Región de;No se necesita ningún trabajador;2023T2;93,1
14 Murcia, Región de;No se necesita ningún trabajador;2023T1;92,9
14 Murcia, Región de;No se necesita ningún trabajador;2022T4;94,3
14 Murcia, Región de;No se necesita ningún trabajador;2022T3;96,6
14 Murcia, Región de;No se necesita ningún trabajador;2022T2;95,7
14 Murcia, Región de;No se necesita ningún trabajador;2022T1;95,4
14 Murcia, Región de;No se necesita ningún trabajador;2021T4;95,7
14 Murcia, Región de;No se necesita ningún trabajador;2021T3;95,1
14 Murcia, Región de;No se necesita ningún trabajador;2021T2;96,2
14 Murcia, Región de;No se necesita ningún trabajador;2021T1;94,8
14 Murcia, Región de;No se necesita ningún trabajador;2020T4;97,5
14 Murcia, Región de;No se necesita ningún trabajador;2020T3;96
14 Murcia, Región de;No se necesita ningún trabajador;2020T2;95,5
14 Murcia, Región de;No se necesita ningún trabajador;2020T1;94,5
14 Murcia, Región de;No se necesita ningún trabajador;2019T4;94,2
14 Murcia, Región de;No se necesita ningún trabajador;2019T3;94,9
14 Murcia, Región de;No se necesita ningún trabajador;2019T2;94,6
14 Murcia, Región de;No se necesita ningún trabajador;2019T1;92,9
14 Murcia, Región de;No se necesita ningún trabajador;2018T4;94,1
14 Murcia, Región de;No se necesita ningún trabajador;2018T3;93,2
14 Murcia, Región de;No se necesita ningún trabajador;2018T2;92,8
14 Murcia, Región de;No se necesita ningún trabajador;2018T1;93,9
14 Murcia, Región de;No se necesita ningún trabajador;2017T4;94,1
14 Murcia, Región de;No se necesita ningún trabajador;2017T3;93,2
14 Murcia, Región de;No se necesita ningún trabajador;2017T2;92,6
14 Murcia, Región de;No se necesita ningún trabajador;2017T1;94,7
14 Murcia, Región de;No se necesita ningún trabajador;2016T4;93,5
14 Murcia, Región de;No se necesita ningún trabajador;2016T3;94,7
14 Murcia, Región de;No se necesita ningún trabajador;2016T2;93,6
14 Murcia, Región de;No se necesita ningún trabajador;2016T1;95,8
14 Murcia, Región de;No se necesita ningún trabajador;2015T4;96,9
14 Murcia, Región de;No se necesita ningún trabajador;2015T3;96,4
14 Murcia, Región de;No se necesita ningún trabajador;2015T2;93,2
14 Murcia, Región de;No se necesita ningún trabajador;2015T1;95
14 Murcia, Región de;No se necesita ningún trabajador;2014T4;94,5
14 Murcia, Región de;No se necesita ningún trabajador;2014T3;92,4
14 Murcia, Región de;No se necesita ningún trabajador;2014T2;93
14 Murcia, Región de;No se necesita ningún trabajador;2014T1;95,7
14 Murcia, Región de;No se necesita ningún trabajador;2013T4;95,5
14 Murcia, Región de;No se necesita ningún trabajador;2013T3;95,6
14 Murcia, Región de;Elevado coste de contratación;2024T4;5,5
14 Murcia, Región de;Elevado coste de contratación;2024T3;6,1
14 Murcia, Región de;Elevado coste de contratación;2024T2;6,3
14 Murcia, Región de;Elevado coste de contratación;2024T1;6,1
14 Murcia, Región de;Elevado coste de contratación;2023T4;7
14 Murcia, Región de;Elevado coste de contratación;2023T3;6
14 Murcia, Región de;Elevado coste de contratación;2023T2;5
14 Murcia, Región de;Elevado coste de contratación;2023T1;3,9
14 Murcia, Región de;Elevado coste de contratación;2022T4;3,7
14 Murcia, Región de;Elevado coste de contratación;2022T3;2
14 Murcia, Región de;Elevado coste de contratación;2022T2;2,7
14 Murcia, Región de;Elevado coste de contratación;2022T1;3,5
14 Murcia, Región de;Elevado coste de contratación;2021T4;2,8
14 Murcia, Región de;Elevado coste de contratación;2021T3;2,7
14 Murcia, Región de;Elevado coste de contratación;2021T2;1,9
14 Murcia, Región de;Elevado coste de contratación;2021T1;2,1
14 Murcia, Región de;Elevado coste de contratación;2020T4;1,5
14 Murcia, Región de;Elevado coste de contratación;2020T3;2,3
14 Murcia, Región de;Elevado coste de contratación;2020T2;2,4
14 Murcia, Región de;Elevado coste de contratación;2020T1;2,2
14 Murcia, Región de;Elevado coste de contratación;2019T4;4
14 Murcia, Región de;Elevado coste de contratación;2019T3;4,1
14 Murcia, Región de;Elevado coste de contratación;2019T2;3,8
14 Murcia, Región de;Elevado coste de contratación;2019T1;4,1
14 Murcia, Región de;Elevado coste de contratación;2018T4;3,9
14 Murcia, Región de;Elevado coste de contratación;2018T3;4,7
14 Murcia, Región de;Elevado coste de contratación;2018T2;5,7
14 Murcia, Región de;Elevado coste de contratación;2018T1;4,2
14 Murcia, Región de;Elevado coste de contratación;2017T4;3,8
14 Murcia, Región de;Elevado coste de contratación;2017T3;4,2
14 Murcia, Región de;Elevado coste de contratación;2017T2;4,6
14 Murcia, Región de;Elevado coste de contratación;2017T1;3,7
14 Murcia, Región de;Elevado coste de contratación;2016T4;5,1
14 Murcia, Región de;Elevado coste de contratación;2016T3;4
14 Murcia, Región de;Elevado coste de contratación;2016T2;4,3
14 Murcia, Región de;Elevado coste de contratación;2016T1;3,2
14 Murcia, Región de;Elevado coste de contratación;2015T4;1,2
14 Murcia, Región de;Elevado coste de contratación;2015T3;2,5
14 Murcia, Región de;Elevado coste de contratación;2015T2;4,4
14 Murcia, Región de;Elevado coste de contratación;2015T1;3,5
14 Murcia, Región de;Elevado coste de contratación;2014T4;3,6
14 Murcia, Región de;Elevado coste de contratación;2014T3;4
14 Murcia, Región de;Elevado coste de contratación;2014T2;4,7
14 Murcia, Región de;Elevado coste de contratación;2014T1;2,6
14 Murcia, Región de;Elevado coste de contratación;2013T4;2,9
14 Murcia, Región de;Elevado coste de contratación;2013T3;3,2
14 Murcia, Región de;Otros;2024T4;2,8
14 Murcia, Región de;Otros;2024T3;3,4
14 Murcia, Región de;Otros;2024T2;1,8
14 Murcia, Región de;Otros;2024T1;3,7
14 Murcia, Región de;Otros;2023T4;2,3
14 Murcia, Región de;Otros;2023T3;2,1
14 Murcia, Región de;Otros;2023T2;1,9
14 Murcia, Región de;Otros;2023T1;3,2
14 Murcia, Región de;Otros;2022T4;2
14 Murcia, Región de;Otros;2022T3;1,4
14 Murcia, Región de;Otros;2022T2;1,6
14 Murcia, Región de;Otros;2022T1;1,1
